city,date,fare,ride_id
North Jaime,2019/3/12 13:05:56,23.21,5.99E+12
Lake Latoyabury,2019/4/16 21:12:48,24.1,4.90E+12
South Jennifer,2019/3/7 19:10:13,48.79,9.73E+12
Taylorhaven,2019/3/5 21:19:53,38.18,8.56E+12
Jessicaport,2019/4/13 16:08:11,39.89,6.51E+12
South Marychester,2019/3/27 12:07:50,34.42,4.23E+12
Penaborough,2019/4/27 6:02:10,38.33,5.47E+11
New Ryantown,2019/4/18 19:43:54,42.97,2.31E+11
North Jaime,2019/4/4 13:13:40,51.83,9.12E+12
Harringtonfort,2019/1/6 7:38:40,47.33,3.85E+12
South Jennifer,2019/4/5 14:35:42,32.2,6.84E+11
North Holly,2019/1/4 3:31:26,24.88,4.20E+12
Newtonview,2019/2/5 22:53:21,45.02,7.08E+12
Randallchester,2019/2/19 3:52:47,58.55,8.00E+12
Bradshawfurt,2019/3/24 7:34:03,19.89,7.87E+12
South Marychester,2019/2/25 19:06:00,54.66,3.14E+12
Bradshawfurt,2019/2/18 22:21:26,34.32,8.88E+12
Bradshawfurt,2019/4/8 13:46:03,55.19,1.74E+12
Jessicaport,2019/3/18 16:59:40,33.72,3.05E+12
Michaelberg,2019/3/27 21:48:36,38.62,3.64E+11
West Heather,2019/3/12 4:22:26,26.55,7.04E+12
Garzaport,2019/4/17 1:48:27,17.31,6.09E+12
North Jaime,2019/2/1 8:59:24,17.05,9.48E+12
New Ryantown,2019/2/4 23:54:51,45.7,3.57E+12
North Holly,2019/4/21 21:14:22,18.54,6.26E+12
West Heather,2019/2/22 9:01:37,17.4,8.70E+12
Taylorhaven,2019/4/3 5:41:37,38.92,8.30E+12
Bradshawfurt,2019/4/7 21:12:49,49.7,5.09E+12
Michaelberg,2019/1/11 4:39:27,16.42,8.80E+12
Michaelberg,2019/4/22 17:28:52,19.27,26848733115
North Holly,2019/3/28 0:12:09,35.45,3.26E+12
North Jaime,2019/5/6 0:58:17,41.18,7.33E+12
North Jaime,2019/4/4 1:58:37,43.86,8.20E+12
South Marychester,2019/4/23 12:21:59,25.94,2.94E+12
North Holly,2019/1/23 6:52:00,40.24,3.92E+12
Michaelberg,2019/5/2 11:57:42,52.71,5.65E+12
West Heather,2019/2/22 1:46:43,33.38,5.55E+12
Bradshawfurt,2019/2/23 12:00:59,37.05,2.07E+12
Penaborough,2019/1/14 15:58:48,54.1,4.33E+11
New Ryantown,2019/4/30 1:50:44,50.81,5.36E+12
Michaelberg,2019/1/19 12:38:07,38.68,1.03E+11
Taylorhaven,2019/4/1 16:37:45,54.65,9.10E+12
South Jennifer,2019/4/2 10:26:50,14.11,3.83E+12
Bradshawfurt,2019/4/10 9:47:54,19.07,7.39E+11
Taylorhaven,2019/3/5 4:46:17,29.45,2.16E+12
Harringtonfort,2019/2/17 4:42:56,30.58,6.84E+12
Randallchester,2019/2/11 5:42:29,25.78,9.01E+12
New Ryantown,2019/4/5 21:38:18,50.98,4.83E+12
Penaborough,2019/2/3 17:15:31,51.8,5.38E+12
South Jennifer,2019/4/10 20:46:11,43.25,6.24E+11
Lake Jamie,2019/4/30 21:26:22,37.33,6.76E+12
Harringtonfort,2019/4/16 16:30:50,17.39,4.02E+12
South Jennifer,2019/1/30 1:40:16,37.05,9.55E+12
Bradshawfurt,2019/1/19 20:21:54,56.78,1.25E+12
Jessicaport,2019/5/1 8:14:47,22.44,3.73E+12
Lake Latoyabury,2019/3/29 9:11:30,13.84,7.91E+12
Lake Jamie,2019/1/18 7:36:46,43.57,1.17E+12
Randallchester,2019/3/25 13:36:46,10.37,3.22E+12
Harringtonfort,2019/3/10 10:11:37,19.02,6.72E+12
Lake Latoyabury,2019/1/24 13:32:12,34.74,5.96E+12
Taylorhaven,2019/4/2 9:17:31,47.07,8.57E+12
South Jennifer,2019/3/11 0:51:24,49.82,1.15E+12
Harringtonfort,2019/2/26 7:03:11,54.66,9.20E+12
Newtonview,2019/4/1 13:39:13,26.73,3.72E+12
Michaelberg,2019/3/10 10:05:15,56.48,3.76E+12
Penaborough,2019/1/22 15:36:24,10.11,4.13E+12
Lake Latoyabury,2019/4/14 7:06:11,11.94,2.04E+12
North Jaime,2019/4/27 17:58:27,14.01,2.16E+12
West Heather,2019/2/4 16:29:23,13.97,7.12E+12
West Heather,2019/4/18 19:33:12,46.6,3.67E+12
West Heather,2019/3/2 21:04:10,20.99,5.77E+12
South Saramouth,2019/1/28 15:55:33,31.25,7.12E+12
West Heather,2019/3/6 20:06:51,48.11,2.57E+12
Garzaport,2019/5/6 16:57:16,18.9,8.83E+12
South Saramouth,2019/3/27 21:07:16,11.87,1.70E+11
Randallchester,2019/4/7 23:42:07,10.79,1.62E+12
Harringtonfort,2019/1/9 15:30:35,31.84,3.73E+12
South Saramouth,2019/4/12 18:11:50,57.23,5.08E+12
North Holly,2019/1/3 19:51:01,19.9,5.56E+12
New Ryantown,2019/5/5 19:29:38,26.53,2.30E+12
West Heather,2019/2/2 6:28:04,53.07,2.46E+12
Lake Latoyabury,2019/2/25 4:10:19,16.18,8.49E+12
South Marychester,2019/1/19 11:40:46,49.44,90058815985
Jessicaport,2019/1/31 17:57:25,58.29,6.23E+11
Michaelberg,2019/3/22 22:20:54,38.3,8.03E+12
North Holly,2019/4/18 19:26:25,30.94,3.44E+12
Michaelberg,2019/3/13 14:40:18,37.72,8.84E+12
Lake Jamie,2019/2/25 23:46:02,28.65,5.82E+12
Lake Jamie,2019/4/19 4:32:47,16.29,3.52E+12
North Holly,2019/3/18 10:38:05,40.34,3.79E+12
Michaelberg,2019/1/27 18:43:05,38.42,8.63E+11
Lake Jamie,2019/4/29 1:58:44,54.22,2.49E+12
Bradshawfurt,2019/1/30 10:55:23,51.39,1.33E+12
Michaelberg,2019/4/29 17:04:39,13.38,8.55E+12
Lake Latoyabury,2019/1/30 0:05:47,20.76,9.02E+12
North Jaime,2019/2/10 21:03:50,11.11,2.78E+12
West Heather,2019/5/7 19:22:15,44.94,4.26E+12
Newtonview,2019/4/25 10:20:13,55.84,9.99E+12
